student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out
NU-104650,Learning Technologies,22,With Family,2.9,20,1,29,2.53,10.3,05-Feb-2024,0
NU-106984,Learning Technologies,24,with family,2.9,25,4,49,1.69,7.0,04-May-2024,0
NU-105094,Information Science,29,With Family,1.6,10,2,50,2.27,7.4,10/09/2022,0
NU-106355,Cybersecurity,26,Off-Campus,3.3,10,3,26,2.61,10.5,2022-08-29,0
NU-107729,Data Science,26,Off-Campus,6.6,25,2,60,3.0,11.6,02/22/2024,0
NU-101178,Cybersecurity,22,with family,17.6,5,2,28,2.27,10.6,2023-09-05,0
NU-105164,Learning Technologies,28,On-Campus,24.4,25,3,17,1.41,6.9,10/31/2022,0
NU-102074,Business Analytics,21,With Family,5.8,20,1,0,3.14,11.3,2022-11-14,0
NU-108145,Data Science,25,Off-Campus,0.7,20,0,30,2.1,14.9,05/09/2024,0
NU-108313,Data Science,25,on-campus,51.3,0,1,64,1.31,,12/02/2023,0
NU-101523,Data Science,24,Off-Campus,23.7,0,0,86,1.94,8.2,11/30/2022,0
NU-104724,Cybersecurity,21,On-Campus,3.8,20,2,22,1.91,10.0,20-Nov-2022,1
NU-101881,Information Science,27,On-Campus,3.0,15,3,85,2.65,11.4,11/26/2022,0
NU-101269,Data Science,25,Off-Campus,2.9,18,2,86,2.55,7.4,03/26/2024,1
NU-107159,Business Analytics,25,with family,9.5,12,2,105,1.86,7.2,12/15/2022,1
NU-109360,Information Science,24,off campus,17.8,15,3,32,3.1,10.7,08/26/2023,0
NU-101455,Information Technology,19,Off-Campus,7.4,25,0,71,1.25,,09/20/2022,0
NU-108547,Data Science,25,On-Campus,3.7,18,3,80,2.95,17.6,22-Nov-2022,0
NU-103576,Learning Technologies,30,Off-Campus,2.5,30,1,7,2.41,6.9,09/14/2022,0
NU-108475,Data Science,21,On-Campus,12.1,15,0,76,2.63,9.5,10/27/2022,0
NU-102342,Cybersecurity,25,On-Campus,7.3,18,1,18,2.25,10.2,09/10/2023,0
NU-104359,Information Technology,26,Off-Campus,3.7,30,1,46,1.68,7.1,11/25/2023,0
NU-108393,Information Technology,23,Off-Campus,9.5,25,2,0,2.38,,12/08/2023,0
NU-107928,Cybersecurity,23,On-Campus,8.6,40,0,62,2.82,14.1,12/06/2022,0
NU-104869,Information Science,27,With Family,24.1,18,0,106,2.39,10.2,09/28/2022,0
NU-109315,Cybersecurity,24,Off-Campus,8.4,25,4,60,2.18,11.2,2022-11-12,1
NU-108718,Business Analytics,20,off campus,18.1,30,0,45,0.0,0.7,04/22/2024,0
NU-103291,Information Science,24,Off-Campus,8.4,10,1,3,1.51,,2022-11-05,0
NU-108043,Business Analytics,26,With Family,17.6,18,2,32,3.51,12.6,2022-08-27,0
NU-106277,Data Science,23,With Family,30.2,15,0,93,2.3,6.0,03-Oct-2023,0
NU-106689,Information  Science,25, On-Campus,6.8,28,2,81,1.69,,04/04/2024,0
NU-107741,Business Analytics,22,With Family,6.8,35,1,23,2.69,,12/04/2022,0
NU-104365,Learning Technologies,29,With Family,3.6,20,0,32,2.43,11.0,04/15/2024,0
NU-106986,Cybersecurity,23,With Family,0.4,0,0,27,3.28,14.3,08/23/2023,0
NU-104811,Learning Technologies,27,Off-Campus,31.8,25,1,79,2.54,8.8,08/31/2023,0
NU-103530,Data Science,23,With Family,68.6,18,4,32,2.63,12.3,02-Oct-2022,0
NU-102337,Information Technology,24,Off-Campus,9.6,15,5,65,1.15,,2022-11-03,1
NU-108091,Data Science,23,With Family,7.6,15,2,78,1.8,,27-Feb-2024,1
NU-102522,Cybersecurity,25,On-Campus,14.6,20,0,34,1.78,6.8,2023-11-12,0
NU-103776,Business Analytics,24,Off-Campus,9.3,12,3,54,3.26,15.6,08/24/2022,0
NU-103547,Data Science,25,Off-Campus,5.6,0,5,44,2.74,16.6,02/05/2024,0
NU-106911,Cybersecurity,27,On-Campus,3.5,25,2,65,2.84,11.6,11/18/2022,0
NU-106822,Information Technology,27,With Family,25.4,20,0,18,2.02,12.4,16-Sep-2022,1
NU-102517,Business Analytics,33,On-Campus,8.8,15,0,72,2.48,12.5,04/22/2024,0
NU-108032,Business Analytics,26, On-Campus,15.6,15,3,62,2.23,9.5,25-Nov-2022,0
NU-109112,Data Science,23,Off-Campus,19.2,0,2,69,1.83,9.1,10/11/2022,0
NU-106954,Information Technology,25,On-Campus,18.1,28,0,18,0.0,2.3,12/20/2022,0
NU-107531,Information Technology,21,On-Campus,50.5,10,0,66,2.04,6.6,11/19/2022,1
NU-106631,Business Analytics,33,On-Campus,7.1,25,1,74,1.95,2.2,05/15/2024,0
NU-105791,Cybersecurity,25,On-Campus,15.9,25,0,67,1.05,,11/25/2023,0
NU-103734,Information Technology,23,Off-Campus,25.8,20,3,67,2.34,6.3,09/30/2023,0
NU-101004,Learning Technologies,28,With Family,14.3,12,2,0,2.37,12.2,2024-05-22,0
NU-108131,Business Analytics,22,On-Campus,10.0,15,1,52,1.95,,04/12/2024,0
NU-109163,Data Science,33,On-Campus,31.5,25,3,32,2.19,,10/21/2023,0
NU-109137,Business Analytics,19,On-Campus,25.7,40,2,45,1.57,7.5,04/28/2024,0
NU-100580,Cybersecurity,25,With Family,18.7,20,1,57,1.85,,2024-04-24,1
NU-109502,Information Technology,26,Off-Campus,14.4,25,3,22,2.24,11.1,2023-11-30,0
NU-103477,Business Analytics,25,On-Campus,12.6,30,3,93,1.87,7.6,17-Oct-2022,0
NU-108693,Cybersecurity,24,Off-Campus,11.5,5,3,52,1.99,9.7,09/11/2022,0
NU-103174,Business Analytics,23,On-Campus,28.3,20,2,65,1.59,6.2,08/27/2022,0
NU-109745,Information Technology,26,With Family,15.8,30,1,27,1.69,7.9,2024-03-07,0
NU-106905,Information Science,22,Off-Campus,11.9,25,0,52,2.61,12.8,11/26/2022,1
NU-108418,Business Analytics,24,With Family,1.1,20,1,37,2.71,10.1,09/06/2022,0
NU-107843,Cybersecurity,28,Off-Campus,8.5,15,5,60,3.35,13.3,20-Dec-2022,0
NU-104336,Information Technology,26,Off-Campus,7.5,25,3,49,3.0,15.6,2023-09-07,0
NU-106084,Cybersecurity,25,off campus,7.7,20,3,14,3.12,15.2,09/19/2023,0
NU-109411,Information  Science,24,With Family,6.6,20,1,24,1.44,4.1,11/02/2023,1
NU-103631,Learning Technologies,21,Off-Campus,7.8,40,3,42,2.4,8.3,07-Dec-2023,1
NU-105603,Business Analytics,23,On-Campus,1.8,5,5,54,2.63,10.0,04/27/2024,1
NU-107613,Information Science,31,With Family,11.8,35,5,13,3.27,11.1,03/28/2024,0
NU-100183,Information Technology,26,On-Campus,3.6,15,1,84,2.41,12.5,12/04/2022,0
NU-107869,Cybersecurity,20,With Family,13.2,10,0,79,2.06,,17-Sep-2022,0
NU-101469,Learning Technologies,23,Off-Campus,3.0,28,3,64,1.92,9.0,09/13/2022,0
NU-102908,Information Science,23,Off-Campus,26.8,30,3,87,0.7,,2024-02-13,0
NU-101759,Information Technology,32,on-campus,15.8,15,1,60,2.42,9.4,2024-05-25,1
NU-103110,Information Technology,20, On-Campus,16.0,35,4,89,2.61,5.0,03/21/2024,0
NU-105144,Cybersecurity,30,With Family,12.2,25,2,45,2.21,10.4,09/27/2022,0
NU-105168,Information Technology,33,Off-Campus,14.5,15,3,38,3.19,16.7,05/10/2024,0
NU-101317,Learning Technologies,24,off campus,4.6,15,2,21,1.87,8.5,11/08/2022,0
NU-105591,Business Analytics,21,Off-Campus,6.7,10,4,78,2.24,8.3,05/09/2024,0
NU-100632,Information Science,23,On-Campus,6.8,20,3,50,2.44,6.5,29-Nov-2023,0
NU-101160,Learning Technologies,23,On-Campus,25.1,15,2,55,1.43,6.0,2022-09-19,0
NU-107270,Business Analytics,21,On-Campus,5.4,25,4,59,2.85,15.3,26-Mar-2024,0
NU-109360,Information Science,24,off campus,17.900000000000002,15,3,32,3.1,10.7,08/26/2023,0
NU-102596,Learning Technologies,35,Off-campus,9.4,0,3,72,2.04,,11/10/2022,0
NU-104513,Cyber Security,21,With Family,24.2,20,0,53,1.64,,11/11/2022,0
NU-108646,Business Analytics,28,Off-Campus,1.6,20,1,21,1.94,,2022-11-08,1
NU-101122,Data Science,24,Off-Campus,4.8,35,2,78,2.74,12.9,2022-11-22,0
NU-105217,Business Analytics,32,Off-Campus,9.9,5,4,49,2.94,14.2,2023-12-10,0
NU-102104,Data Science,21,On-Campus,9.3,10,1,42,2.42,10.3,2022-09-19,0
NU-106619,Business Analytics,25,On-Campus,5.3,25,3,30,2.3,8.9,09/03/2022,0
NU-103257,Data Science,23,On-Campus,31.6,0,2,50,3.14,14.6,10/06/2023,0
NU-105793,Data Science,20,On-Campus,13.1,25,1,41,2.31,9.0,2023-10-02,1
NU-103054,Learning Technologies,22,Off-Campus,21.2,20,1,57,1.99,10.9,11/03/2022,0
NU-105843,Learning Technologies,31,With Family,9.2,20,6,33,3.22,14.5,2022-09-14,0
NU-104303,Cybersecurity,28,On-Campus,2.5,25,3,55,1.71,3.4,2024-02-08,1
NU-109465,Data Science,21,off campus,13.0,15,3,0,2.27,,09/03/2022,0
NU-102455,Data Science,26,Off-Campus,3.2,12,2,55,2.21,4.7,04/22/2024,0
NU-108041,Cybersecurity,25,Off-Campus,19.4,28,0,97,1.49,1.0,04/29/2024,0
NU-100159,Business Analytics,27,With Family,19.2,12,2,71,1.62,5.4,10/09/2023,0
NU-102804,Cybersecurity,32,Off-Campus,15.8,30,1,36,1.19,,04/06/2024,1
NU-106813,Learning Technologies,33,On-Campus,4.6,15,1,70,2.52,15.1,09/10/2023,0
NU-106122,Data Science,21,with family,20.7,15,3,74,1.71,8.6,2022-10-02,0
NU-103713,Business Analytics,26,with family,17.0,10,1,0,1.73,0.5,11/10/2022,0
NU-100621,Information Technology,26,Off-Campus,39.4,18,1,54,1.42,,04-Oct-2022,1
NU-100549,Learning Technologies,27,On-Campus,3.5,0,0,38,3.22,11.5,2024-03-25,0
NU-105864,Cyber Security,21,Off-Campus,27.2,5,1,67,2.09,4.5,08/28/2023,1
NU-101564,Cybersecurity,26,Off-Campus,14.8,25,1,0,0.0,,2025-01-14,0
NU-106692,Information Science,29, On-Campus,2.0,15,0,35,2.09,12.3,09/02/2022,0
NU-106655,Information Technology,30,off campus,3.3,20,1,72,1.71,6.8,2024-02-29,0
NU-106979,Cybersecurity,20,With Family,11.4,15,3,58,2.68,16.4,2022-08-28,0
NU-101624,Cybersecurity,27,On-Campus,27.0,35,1,33,2.64,11.9,02/23/2024,1
NU-101219,Data Science,24,On-Campus,4.7,0,0,42,2.61,15.6,10/17/2022,0
NU-104299,Info Technology,24,On-Campus,4.5,30,1,30,1.93,7.4,09/27/2023,1
NU-109363,Data Science,27,With Family,9.4,10,5,41,3.1,15.0,10/30/2022,0
NU-105875,Information Science,24,On-Campus,13.7,12,3,34,1.64,,2022-11-07,1
NU-105847,Data Science,31,off campus,22.2,5,2,73,0.62,,04/13/2024,0
NU-101866,Information Science,24,With Family,4.5,5,1,83,1.8,8.9,08/29/2022,0
NU-105461,Data Science,21,with family,16.1,10,1,65,2.12,,09/21/2022,1
NU-102791,Cybersecurity,24,Off-Campus,11.7,0,2,65,3.22,9.9,02/29/2024,0
NU-105600,Cybersecurity,23,With Family,8.0,15,3,65,1.59,7.1,2022-11-05,0
NU-100956,Information Science,31,Off-campus,6.2,18,1,69,1.98,8.1,09/02/2022,0
NU-107161,Cybersecurity,23,Off-Campus,19.4,35,5,19,1.04,2.6,14-Oct-2023,0
NU-106865,Business Analytics,28,On-Campus,18.4,35,1,47,2.15,,2024-03-26,0
NU-107222,Cybersecurity,21,Off-Campus,7.7,28,2,48,2.41,8.9,2022-09-27,0
NU-108035,Information Science,22,Off-Campus,5.0,12,1,35,2.05,10.3,10/02/2022,0
NU-106537,Info Technology,27,On-Campus,7.3,18,0,77,3.25,13.8,2024-03-31,0
NU-105222,Cybersecurity,19,With Family,5.7,15,4,45,2.19,9.3,2022-11-25,1
NU-105488,Information Science,27,With Family,23.2,30,3,0,0.0,9.6,01/18/2025,0
NU-101450,Cybersecurity,24,With Family,14.7,20,5,95,2.43,11.8,10-Oct-2022,0
NU-107993,Business Analytics,37,On-Campus,7.1,10,1,65,1.98,11.0,2023-10-14,0
NU-109318,Cybersecurity,23,On-Campus,18.5,25,0,50,1.6,5.9,13-Sep-2022,1
NU-101148,Data Science,33,On-Campus,6.3,25,0,17,1.57,10.6,03/31/2024,0
NU-106018,Information Science,27,On-Campus,1.0,15,1,59,2.27,8.8,10/27/2022,0
NU-104884,Information Technology,27,Off-Campus,6.6,25,3,36,2.55,11.5,12/14/2022,0
NU-108076,Cyber Security,23,With Family,15.4,12,1,70,2.56,9.4,10/16/2022,0
NU-108713,Cybersecurity,27,Off-Campus,27.3,25,3,56,1.38,,2023-08-30,1
NU-100107,Learning Technologies,28,Off-Campus,19.6,25,3,0,0.0,7.0,2025-01-21,0
NU-101991,Cyber Security,33,Off-Campus,1.2,12,1,56,2.61,8.1,11/20/2023,0
NU-103762,Information Technology,20,With Family,10.5,20,2,75,1.79,,18-Nov-2023,0
NU-103871,Information Technology,23,With Family,4.9,25,1,81,2.43,8.2,2022-11-05,0
NU-103997,Data Science,32,Off-Campus,1.9,28,3,39,2.28,13.1,12/08/2022,0
NU-100202,Information Science,25,off campus,5.3,0,5,45,3.02,14.1,2022-10-20,0
NU-107127,Data Science,26,On-Campus,6.4,25,3,75,2.52,,18-Apr-2024,0
NU-107306,Business Analytics,27,Off-Campus,1.5,12,3,21,2.65,16.0,08-Dec-2022,0
NU-108221,Cybersecurity,37,On-Campus,13.8,25,3,57,3.64,11.9,12/14/2022,0
NU-102011,Cybersecurity,25,On-Campus,2.9,5,3,27,2.62,,10/08/2023,0
NU-104120,Information Technology,22,Off-Campus,5.1,18,0,60,3.31,13.7,2024-03-31,0
NU-107535,Information Technology,24,On-Campus,19.0,10,1,2,0.95,3.9,23-Apr-2024,0
NU-100235,Learning Technologies,24,With Family,9.9,30,2,92,3.44,14.7,11/17/2022,0
NU-106831,Learning Technologies,24,On-Campus,3.3,25,5,26,1.33,7.9,05/13/2024,0
NU-102877,Cybersecurity,25,With Family,6.9,10,8,45,3.1,15.4,03/04/2024,0
NU-100684,Cybersecurity,25,Off-Campus,2.5,28,2,75,2.75,9.4,2022-10-31,1
NU-101256,Information Science,26,With Family,18.3,10,1,68,1.6,,11-Oct-2022,1
NU-103072,Learning Technologies,23,On-Campus,7.5,35,5,50,2.45,12.5,09/16/2023,0
NU-104609,Data Science,18,Off-Campus,1.4,15,3,38,2.58,15.0,11/25/2023,1
NU-104305,Information Science,22,On-Campus,40.8,0,2,0,2.87,8.4,11/20/2022,0
NU-101279,Information Technology,23,on-campus,9.7,15,2,59,2.86,18.1,03/15/2024,0
NU-106997,Data Science,20,On-Campus,19.9,18,0,74,1.95,9.0,09-Mar-2024,0
NU-105924,Business Analytics,22,With Family,5.7,25,1,56,2.1,8.6,29-Feb-2024,0
NU-100263,Information Science,24,Off-Campus,16.3,5,1,51,1.44,9.6,03/17/2024,0
NU-105244,Business Analytics,33,Off-Campus,19.7,12,1,56,0.0,,11/03/2022,1
NU-104545,Data Science,23,With Family,10.0,5,4,75,2.81,12.6,11/15/2022,1
NU-102497,Info Technology,24,with family,13.6,30,2,76,3.52,15.6,09/08/2022,0
NU-107003,Data Science,26,With Family,4.4,20,1,17,1.15,2.9,16-Oct-2022,0
NU-109228,Cybersecurity,28,With Family,8.2,35,0,64,2.91,13.9,2022-11-12,1
NU-102559,Data Science,29,Off-Campus,26.0,35,2,53,2.28,3.9,09/15/2022,0
NU-106653,Cybersecurity,25,Off-Campus,0.1,10,2,72,1.97,12.2,12/01/2022,0
NU-105855,Cyber Security,22,on-campus,7.2,28,4,60,3.04,13.1,09/22/2022,0
NU-109871,Data Science,24,On-Campus,8.0,18,1,17,1.25,3.4,2022-12-01,1
NU-108247,Information Technology,25,On-Campus,11.4,12,2,55,2.28,8.5,11/16/2022,0
NU-100548,Data Science,29,On-Campus,8.9,18,2,41,3.08,14.0,03/17/2024,0
NU-107491,Information Science,28, On-Campus,22.9,28,1,45,1.12,,03/12/2024,0
NU-107786,Information Technology,24,Off-Campus,11.1,35,2,27,2.77,16.6,01-Oct-2022,0
NU-106342,Business Analytics,24,Off-Campus,21.6,25,3,70,2.45,8.3,23-Oct-2023,1
NU-105019,Cybersecurity,22,On-Campus,3.5,20,1,15,2.6,10.5,10/19/2023,0
NU-103607,Data Science,22,Off-Campus,20.3,10,0,76,1.7,4.2,10-Sep-2022,0
NU-103113,Cybersecurity,26,Off-Campus,3.3,0,0,82,2.44,12.2,2024-05-20,0
NU-107220,Learning Technologies,25,On-Campus,11.5,18,3,0,2.28,15.6,21-Oct-2022,0
NU-107216,Business Analytics,28,Off-Campus,7.2,0,6,100,3.22,16.0,09/10/2022,0
NU-109236,Learning Technologies,32,Off-Campus,11.1,12,1,54,2.24,8.5,04/08/2024,0
NU-104843,Business Analytics,25,Off-campus,14.4,28,3,21,1.84,7.8,17-Dec-2023,0
NU-102076,Data Science,26,Off-campus,7.3,10,2,73,2.3,11.0,2022-09-13,0
NU-109482,Information  Science,26,Off-Campus,9.9,18,5,39,2.7,11.3,10/28/2023,0
NU-107697,Cybersecurity,22,Off-Campus,14.1,15,2,37,2.87,14.9,10/19/2022,0
NU-109497,Information Science,26,With Family,1.7,40,0,67,1.92,9.1,11/24/2022,0
NU-101026,Information Science,28,Off-Campus,7.5,20,2,41,2.16,3.0,2024-03-30,1
NU-101623,Business Analytics,25,Off-Campus,2.1,15,4,114,2.98,17.0,02/03/2024,0
NU-102300,Cybersecurity,24,Off-Campus,15.1,12,1,56,2.07,5.1,2024-02-03,0
NU-101342,Information Science,22,Off-Campus,2.1,5,2,27,3.11,11.1,11/09/2022,0
NU-103179,Business Analytics,23,Off-Campus,2.4,0,3,48,2.38,15.3,03/07/2024,0
NU-101730,Information Technology,22,With Family,31.8,30,0,94,1.86,7.4,10/08/2022,0
NU-106257,DataScience,29,With Family,4.1,28,1,48,2.88,9.7,09/22/2022,0
NU-108245,Information Science,22,Off-Campus,5.9,35,5,91,2.13,9.3,2023-11-07,0
NU-108515,Information Technology,27,Off-Campus,8.3,20,0,48,0.62,6.5,2023-10-18,1
NU-107288,Learning Technologies,21,off campus,1.1,18,1,110,3.03,16.3,2022-08-25,0
NU-106413,Information Technology,23,On-Campus,1.8,25,3,0,2.09,12.2,13-Mar-2024,0
NU-108578,Business Analytics,19,off campus,9.9,12,0,98,2.13,8.4,02/15/2024,0
NU-100647,Business Analytics,23,off campus,4.5,12,5,31,3.25,11.2,11/22/2022,0
NU-105954,Cybersecurity,25,On-Campus,0.9,15,1,16,2.12,10.8,06-Nov-2023,0
NU-106744,Cybersecurity,28,Off-Campus,30.3,15,1,19,2.45,11.8,09/05/2022,0
NU-106568,Information Science,24,off campus,10.3,15,4,37,3.47,16.2,11/09/2022,1
NU-106830,Data Science,20,off campus,26.6,0,1,62,1.73,7.2,24-Mar-2024,1
NU-109799,Learning Technologies,29,On-Campus,4.3,25,3,46,2.02,9.3,10/27/2023,0
NU-101613,Data Science,22,With Family,32.1,35,0,0,0.0,10.7,01/14/2025,0
NU-106623,Information Technology,20,Off-Campus,11.2,5,3,9,2.92,10.8,2024-05-16,0
NU-107042,Cybersecurity,27,off campus,14.3,0,2,27,1.51,8.6,09/22/2022,0
NU-105738,Learning Technologies,24,With Family,4.3,0,4,48,2.39,13.6,2024-04-29,1
NU-109558,Information Technology,25,Off-Campus,8.6,30,2,63,2.05,8.7,2023-10-06,0
NU-101582,Cybersecurity,27,Off-Campus,7.2,25,6,55,2.64,10.7,2022-09-27,1
NU-107152,Information Technology,28,Off-Campus,11.8,30,1,58,2.85,17.5,11/24/2022,0
NU-100852,Learning Technologies,26,Off-Campus,5.8,12,3,15,3.57,15.0,03/27/2024,0
NU-100318,Cybersecurity,26,on-campus,41.6,15,1,34,2.03,6.8,02/29/2024,0
NU-108268,Information  Science,26,Off-Campus,10.6,15,4,30,2.44,12.2,28-Aug-2022,0
NU-107147,Business Analytics,29,On-Campus,16.4,30,2,38,2.22,9.3,08/23/2023,0
NU-100315,Information Science,22,Off-Campus,12.4,30,0,35,1.69,3.5,11/16/2022,1
NU-105341,Business Analytics,22,Off-Campus,6.5,15,1,43,2.56,9.6,2024-03-10,1
NU-106734,Information Science,32,Off-campus,2.8,40,1,44,2.43,7.8,2023-12-13,0
NU-108106,Business Analytics,27,Off-Campus,3.9,20,1,50,1.94,5.5,05/14/2024,1
NU-106356,Business Analytics,32,Off-Campus,24.7,18,3,117,2.11,10.1,09/12/2022,0
NU-100426,Data Science,31,With Family,0.9,18,2,62,1.92,14.8,02/10/2024,0
NU-108416,Cybersecurity,23,On-Campus,7.6,25,3,74,2.39,10.0,11/15/2022,0
NU-104384,Information Science,25,on-campus,9.8,25,6,56,2.47,12.5,05/19/2024,0
NU-103336,Learning Technologies,26,On-Campus,14.7,20,2,39,1.53,8.0,10/05/2022,1
NU-106839,Business Analytics,29,On-Campus,14.0,5,1,38,2.57,13.4,03/13/2024,0
NU-107513,Business Analytics,24,off campus,3.0,30,0,8,2.42,6.1,09/04/2022,0
NU-106622,Information Science,21,Off-Campus,14.1,20,2,46,1.74,,04/26/2024,0
NU-108271,Cybersecurity,32,On-Campus,11.2,5,4,36,2.37,14.0,09/28/2023,0
NU-107820,Cyber Security,27,with family,10.4,15,3,44,2.92,15.2,10/02/2022,1
NU-107594,Cybersecurity,32,Off-Campus,13.9,35,0,66,3.23,20.4,2022-11-21,0
NU-108081,Cyber Security,28,Off-Campus,9.0,35,1,97,2.11,9.7,2024-05-24,0
NU-105892,Data Science,22,On-Campus,14.7,12,1,51,1.56,,10/21/2023,0
NU-105762,Information Science,32,on-campus,31.2,15,0,73,1.6,,10/25/2022,0
NU-105276,Information Technology,23,With Family,15.7,18,3,79,2.33,5.4,12/07/2023,0
NU-102144,Business Analytics,29,With Family,12.9,25,2,40,1.97,8.2,2024-03-17,0
NU-109169,Business Analytics,22,On-Campus,16.1,18,0,64,1.61,6.2,2024-03-28,1
NU-109594,Data Science,20,Off-Campus,9.9,0,2,44,3.02,17.2,12/14/2022,0
NU-105332,Data Science,24,Off-Campus,18.1,5,2,25,1.57,7.0,04/28/2024,0
NU-106718,Information  Science,29,On-Campus,15.8,0,2,42,1.45,9.7,10/11/2022,0
NU-101994,Cybersecurity,26,With Family,9.2,20,3,71,2.57,10.8,09/30/2022,0
NU-103419,Information Technology,20,on-campus,10.6,12,0,64,1.95,9.8,2022-10-28,0
NU-105819,Info Technology,26,Off-Campus,6.0,0,1,54,1.37,5.5,04/07/2024,1
NU-104389,Business Analytics,20,with family,10.0,15,0,73,2.98,9.9,2022-08-23,0
NU-109642,Learning Technologies,23,With Family,15.7,0,2,102,2.37,10.0,2022-10-13,0
NU-109603,Learning Technologies,31,Off-Campus,2.6,20,2,59,2.24,,02/28/2024,1
NU-100540,Information Science,25,Off-campus,16.2,25,1,10,2.63,10.8,10/06/2022,0
NU-108457,Cybersecurity,22,Off-Campus,3.2,0,2,58,2.62,9.4,02/26/2024,0
NU-103006,Cybersecurity,26,On-Campus,26.7,10,4,21,2.45,7.5,09/07/2022,0
NU-102162,Information Technology,21,Off-Campus,1.3,12,1,101,2.89,15.9,26-Nov-2022,1
NU-103101,Cybersecurity,26,Off-Campus,22.0,25,2,87,1.44,7.6,11/03/2022,1
NU-103147,Information Technology,23,Off-Campus,7.1,25,1,9,1.55,4.7,2024-03-30,0
NU-106508,Information Technology,30,With Family,16.5,15,3,45,1.97,7.0,03/15/2024,0
NU-108958,Cybersecurity,23,With Family,14.9,18,5,106,2.96,10.5,10/21/2022,1
NU-105916,Information Technology,30,Off-campus,0.6,15,3,11,3.08,11.7,09/10/2023,0
NU-106780,Learning Technologies,23,On-Campus,13.0,25,0,99,3.05,13.0,03/12/2024,0
NU-101096,DataScience,21,With Family,6.1,20,3,52,3.0,16.3,2022-09-03,1
NU-102485,Business Analytics,21,Off-Campus,2.8,10,2,0,2.88,13.1,03/30/2024,0
NU-104031,Cybersecurity,31,With Family,23.4,10,2,72,2.22,11.1,2023-09-23,0
NU-108652,Information Technology,21,With Family,5.5,20,5,14,2.63,11.9,11/17/2022,0
NU-100253,Business Analytics,25,Off-Campus,20.7,12,1,46,2.5,12.4,04-Apr-2024,1
NU-102648,Cybersecurity,25,on-campus,7.2,25,1,93,1.25,,2022-12-19,0
